ticket_id,merchant_id,ticket_created_date,ticket_category,ticket_status,resolution_time_hours
S005534,M02506,2024-07-19,Refund Request,Pending,14
S005535,M00611,2024-01-11,Failed Payment,Pending,28
S005536,M00813,2025-03-16,Refund Request,Escalated,36
S005537,M00992,2025-06-10,Fraud Complaint,Resolved,7
S005538,M01651,2024-07-08,Refund Request,Pending,20
S005539,M02733,2024-08-30,Account Access,Escalated,20
S005540,M01501,2025-05-27,API Integration,Resolved,18
S005541,M02616,2024-12-02,Failed Payment,Resolved,30
S005542,M01680,2025-02-11,Refund Request,Escalated,1
S005543,M02506,2024-10-11,KYC Verification,Resolved,13
S005544,M00595,2025-06-03,API Integration,Escalated,36
S005545,M01101,2024-10-24,KYC Verification,Escalated,18
S005546,M00536,2024-11-17,Fraud Complaint,Resolved,10
S005547,M00730,2024-08-03,API Integration,Resolved,1
S005548,M00566,2025-05-20,Fraud Complaint,Pending,22
S005549,M01511,2024-03-26,Failed Payment,Escalated,26
S005550,M00324,2024-08-27,KYC Verification,Pending,40
S005551,M00279,2024-04-01,API Integration,Escalated,19
S005552,M02387,2024-09-23,Account Access,Escalated,27
S005553,M00222,2025-05-01,Account Access,Pending,30
S005554,M00725,2025-04-15,Failed Payment,Pending,23
S005555,M02853,2024-08-18,API Integration,Escalated,19
S005556,M01288,2025-02-28,Failed Payment,Pending,31
S005557,M02696,2024-02-05,Account Access,Resolved,26
S005558,M00779,2024-06-22,KYC Verification,Resolved,30
S005559,M02560,2025-03-28,Fraud Complaint,Pending,19
S005560,M01664,2024-04-10,API Integration,Escalated,28
S005561,M02967,2024-05-09,Failed Payment,Resolved,13
S005562,M00301,2025-01-15,Failed Payment,Resolved,9
S005563,M01269,2025-05-08,KYC Verification,Escalated,1
S005564,M02070,2024-05-16,API Integration,Escalated,13
S005565,M01060,2025-05-19,API Integration,Escalated,10
S005566,M02050,2024-12-04,KYC Verification,Pending,1
S005567,M00603,2024-05-09,Failed Payment,Escalated,35
S005568,M02503,2025-02-17,Fraud Complaint,Escalated,17
S005569,M00422,2024-08-14,Account Access,Resolved,23
S005570,M00932,2024-09-12,Failed Payment,Pending,32
S005571,M01565,2024-08-20,Failed Payment,Resolved,33
S005572,M02608,2025-06-25,Refund Request,Resolved,20
S005573,M01279,2025-05-25,Failed Payment,Escalated,35
S005574,M02343,2024-03-21,API Integration,Pending,1
S005575,M02747,2024-03-27,Failed Payment,Resolved,11
S005576,M01185,2024-10-03,KYC Verification,Escalated,22
S005577,M02781,2025-02-02,KYC Verification,Escalated,7
S005578,M01685,2024-01-24,KYC Verification,Pending,24
S005579,M00921,2024-08-22,API Integration,Resolved,36
S005580,M02992,2024-05-24,Refund Request,Escalated,25
S005581,M00721,2024-03-26,API Integration,Resolved,19
S005582,M00959,2024-12-07,Account Access,Escalated,31
S005583,M01272,2024-03-24,KYC Verification,Resolved,11
S005584,M00351,2024-06-17,Failed Payment,Resolved,28
S005585,M02685,2025-02-24,Refund Request,Escalated,13
S005586,M02493,2025-03-25,Fraud Complaint,Resolved,27
S005587,M02855,2024-12-17,API Integration,Escalated,16
S005588,M02296,2024-11-29,Account Access,Resolved,21
S005589,M00543,2025-06-09,Failed Payment,Resolved,16
S005590,M01028,2024-11-05,Fraud Complaint,Pending,19
S005591,M00882,2025-05-04,Fraud Complaint,Pending,44
S005592,M02192,2024-04-24,KYC Verification,Resolved,26
S005593,M02024,2025-05-17,Account Access,Pending,28
S005594,M01601,2024-07-23,Failed Payment,Pending,13
S005595,M01305,2024-10-05,Account Access,Pending,19
S005596,M00432,2024-12-22,Account Access,Escalated,25
S005597,M01468,2024-01-01,Account Access,Pending,12
S005598,M02008,2024-01-01,Failed Payment,Pending,35
S005599,M02013,2024-09-10,Refund Request,Resolved,23
S005600,M02369,2024-05-10,Account Access,Pending,20
S005601,M02638,2024-01-11,Refund Request,Pending,36
S005602,M00011,2024-08-12,API Integration,Resolved,18
S005603,M01307,2024-11-20,Fraud Complaint,Pending,10
S005604,M00426,2024-06-14,Account Access,Pending,26
S005605,M01843,2024-10-08,Fraud Complaint,Resolved,35
S005606,M02989,2024-10-05,Account Access,Escalated,31
S005607,M01760,2024-07-31,API Integration,Resolved,11
S005608,M02362,2025-01-25,Refund Request,Resolved,34
S005609,M02288,2025-02-04,Refund Request,Escalated,29
S005610,M02477,2024-01-27,Refund Request,Pending,12
S005611,M02284,2024-02-28,API Integration,Resolved,12
S005612,M02220,2025-04-01,Failed Payment,Escalated,29
S005613,M02855,2025-03-04,Fraud Complaint,Pending,33
S005614,M01160,2025-04-08,Refund Request,Pending,29
S005615,M02895,2025-01-11,Refund Request,Resolved,27
S005616,M01916,2025-05-24,Refund Request,Pending,22
S005617,M01651,2025-07-02,KYC Verification,Escalated,24
S005618,M00543,2024-10-04,KYC Verification,Resolved,24
S005619,M02650,2024-10-28,Failed Payment,Resolved,44
S005620,M00962,2024-01-10,Fraud Complaint,Pending,15
S005621,M01054,2024-06-24,API Integration,Escalated,20
S005622,M01926,2024-12-31,API Integration,Resolved,25
S005623,M01749,2024-02-01,API Integration,Escalated,12
S005624,M01104,2025-05-23,Fraud Complaint,Resolved,18
S005625,M01177,2025-01-14,KYC Verification,Resolved,38
S005626,M00829,2025-04-06,Account Access,Pending,22
S005627,M01439,2025-06-07,Fraud Complaint,Resolved,50
S005628,M02804,2024-01-14,Fraud Complaint,Escalated,33
S005629,M01439,2025-01-09,Failed Payment,Resolved,12
S005630,M00606,2024-05-08,API Integration,Escalated,34
S005631,M01241,2025-05-29,Failed Payment,Resolved,35
S005632,M02154,2024-06-19,Refund Request,Pending,28
S005633,M00728,2024-10-19,Account Access,Resolved,52
S005634,M00976,2024-09-09,Refund Request,Escalated,16
S005635,M01280,2024-06-30,Fraud Complaint,Escalated,28
S005636,M02649,2024-07-08,KYC Verification,Pending,22
S005637,M01056,2025-06-27,Failed Payment,Pending,35
S005638,M01002,2024-06-12,KYC Verification,Resolved,6
S005639,M01685,2025-06-14,API Integration,Resolved,18
S005640,M02433,2024-09-25,Fraud Complaint,Resolved,23
S005641,M00889,2024-10-29,Fraud Complaint,Pending,33
S005642,M02070,2024-05-10,API Integration,Resolved,29
S005643,M02862,2024-05-01,KYC Verification,Resolved,31
S005644,M01517,2025-03-04,KYC Verification,Pending,14
S005645,M01261,2024-05-03,API Integration,Pending,29
S005646,M02011,2025-01-01,Failed Payment,Escalated,29
S005647,M00618,2024-07-03,KYC Verification,Resolved,38
S005648,M02764,2024-08-22,Failed Payment,Resolved,15
S005649,M00768,2025-01-26,Refund Request,Escalated,32
S005650,M02844,2025-04-16,Account Access,Escalated,22
S005651,M01389,2025-03-14,KYC Verification,Resolved,8
S005652,M02388,2025-04-19,API Integration,Escalated,34
S005653,M03000,2024-12-25,API Integration,Resolved,26
S005654,M01408,2024-05-04,Failed Payment,Resolved,15
S005655,M00293,2024-11-14,KYC Verification,Pending,29
S005656,M00518,2024-03-22,Refund Request,Resolved,26
S005657,M02324,2024-09-16,Refund Request,Pending,37
S005658,M02021,2025-01-13,Failed Payment,Escalated,12
S005659,M01056,2024-06-02,Fraud Complaint,Pending,20
S005660,M00670,2024-09-24,Refund Request,Pending,14
S005661,M00652,2024-04-10,Fraud Complaint,Pending,20
S005662,M00231,2024-11-16,Refund Request,Escalated,27
S005663,M00248,2024-09-29,Fraud Complaint,Resolved,33
S005664,M02583,2024-03-25,KYC Verification,Escalated,19
S005665,M02716,2024-08-27,KYC Verification,Escalated,31
S005666,M02566,2024-10-05,Account Access,Pending,30
S005667,M02024,2024-05-14,Refund Request,Pending,24
S005668,M00284,2025-05-26,Failed Payment,Resolved,31
S005669,M02178,2025-03-13,KYC Verification,Escalated,18
S005670,M01901,2024-05-20,API Integration,Pending,2
S005671,M02295,2024-12-12,API Integration,Pending,23
S005672,M01930,2024-12-24,KYC Verification,Escalated,25
S005673,M00703,2024-11-29,Account Access,Pending,25
S005674,M00161,2024-05-13,API Integration,Escalated,41
S005675,M00664,2025-06-11,API Integration,Pending,28
S005676,M01728,2024-01-25,Failed Payment,Pending,18
S005677,M00104,2025-03-19,Fraud Complaint,Pending,31
S005678,M02177,2025-02-14,Refund Request,Escalated,28
S005679,M01851,2024-12-21,Failed Payment,Pending,28
S005680,M00669,2024-03-16,Account Access,Pending,28
S005681,M00150,2024-06-14,Failed Payment,Pending,13
S005682,M01473,2024-04-24,Failed Payment,Escalated,17
S005683,M01262,2024-07-23,API Integration,Resolved,23
S005684,M02481,2024-06-06,Fraud Complaint,Pending,15
S005685,M02164,2024-06-15,KYC Verification,Resolved,36
S005686,M01486,2024-09-25,Account Access,Pending,8
S005687,M02459,2025-04-23,KYC Verification,Pending,23
S005688,M00256,2024-06-01,KYC Verification,Escalated,21
S005689,M01462,2025-03-10,Failed Payment,Pending,32
S005690,M00644,2024-07-11,Failed Payment,Resolved,20
S005691,M01041,2025-05-04,Fraud Complaint,Pending,21
S005692,M02596,2024-07-22,Account Access,Pending,23
S005693,M02037,2025-03-18,API Integration,Resolved,17
S005694,M02756,2024-05-26,API Integration,Escalated,18
S005695,M00207,2024-07-10,Account Access,Escalated,17
S005696,M02674,2024-11-06,Fraud Complaint,Escalated,41
S005697,M00656,2025-01-01,Failed Payment,Resolved,19
S005698,M01100,2025-04-16,Fraud Complaint,Escalated,17
S005699,M00414,2024-07-29,Fraud Complaint,Resolved,24
S005700,M00958,2024-09-08,Refund Request,Escalated,23
S005701,M00167,2024-08-18,API Integration,Escalated,22
S005702,M00008,2024-12-14,API Integration,Resolved,41
S005703,M01754,2024-07-15,Account Access,Pending,37
S005704,M01545,2025-03-22,Fraud Complaint,Pending,30
S005705,M01625,2025-01-14,Refund Request,Pending,12
S005706,M00089,2024-09-28,Failed Payment,Pending,7
S005707,M00516,2024-08-05,Fraud Complaint,Resolved,7
S005708,M00655,2025-03-08,KYC Verification,Escalated,28
S005709,M00841,2025-02-02,KYC Verification,Pending,17
S005710,M01929,2024-10-03,KYC Verification,Escalated,9
S005711,M01331,2025-03-23,Account Access,Resolved,20
S005712,M01150,2024-03-16,API Integration,Escalated,13
S005713,M01673,2024-09-17,Refund Request,Resolved,25
S005714,M02808,2024-01-19,Refund Request,Resolved,33
S005715,M00559,2025-07-03,Failed Payment,Escalated,20
S005716,M00036,2024-02-19,Fraud Complaint,Pending,41
S005717,M00976,2024-02-11,Account Access,Resolved,26
S005718,M01148,2025-02-26,Account Access,Escalated,34
S005719,M00698,2025-04-06,Account Access,Pending,31
S005720,M01565,2024-06-22,Account Access,Escalated,29
S005721,M00276,2025-03-27,Fraud Complaint,Pending,34
S005722,M01172,2024-07-19,Fraud Complaint,Pending,21
S005723,M02465,2025-02-21,Refund Request,Pending,5
S005724,M00617,2024-10-16,Fraud Complaint,Resolved,26
S005725,M02722,2024-05-26,Failed Payment,Resolved,34
S005726,M01929,2024-11-20,Fraud Complaint,Escalated,19
S005727,M02150,2024-11-06,API Integration,Pending,27
S005728,M00360,2024-02-02,Account Access,Escalated,1
S005729,M02064,2024-10-17,API Integration,Resolved,31
S005730,M01402,2024-08-27,Failed Payment,Resolved,15
S005731,M00316,2025-04-12,Failed Payment,Resolved,5
S005732,M01265,2024-06-07,Refund Request,Escalated,31
S005733,M01178,2024-09-01,Failed Payment,Escalated,22
S005734,M02158,2024-08-09,API Integration,Resolved,27
S005735,M00999,2024-09-28,KYC Verification,Escalated,28
S005736,M01968,2024-09-01,API Integration,Pending,33
S005737,M02780,2025-05-08,API Integration,Escalated,29
S005738,M02948,2024-06-19,KYC Verification,Resolved,19
S005739,M02211,2024-04-14,Account Access,Pending,27
S005740,M00597,2024-04-08,Failed Payment,Resolved,32
S005741,M01909,2025-06-07,API Integration,Pending,1
S005742,M00603,2024-11-09,Account Access,Escalated,19
S005743,M02145,2024-09-05,Fraud Complaint,Escalated,17
S005744,M02478,2025-03-28,Failed Payment,Pending,9
S005745,M00788,2025-06-02,Account Access,Escalated,45
S005746,M01501,2024-11-08,Failed Payment,Pending,39
S005747,M00975,2024-07-05,Fraud Complaint,Pending,13
S005748,M02550,2024-01-17,API Integration,Resolved,4
S005749,M01317,2024-04-25,Fraud Complaint,Escalated,13
S005750,M01418,2024-10-16,API Integration,Pending,29
S005751,M01678,2025-03-09,API Integration,Pending,21
S005752,M01323,2024-10-26,KYC Verification,Escalated,39
S005753,M00421,2024-08-31,Failed Payment,Resolved,33
S005754,M02207,2024-12-06,API Integration,Resolved,7
S005755,M01223,2024-12-09,KYC Verification,Pending,42
S005756,M02031,2025-04-27,Fraud Complaint,Resolved,5
S005757,M00930,2025-05-14,Account Access,Pending,40
S005758,M00365,2024-03-18,Refund Request,Pending,8
S005759,M02009,2025-03-21,API Integration,Resolved,11
S005760,M01711,2024-09-04,API Integration,Resolved,20
S005761,M02444,2024-08-13,KYC Verification,Escalated,18
S005762,M01413,2024-11-16,KYC Verification,Escalated,22
S005763,M01077,2025-02-18,Failed Payment,Resolved,14
S005764,M00533,2024-02-20,KYC Verification,Pending,8
S005765,M01003,2024-02-26,KYC Verification,Resolved,32
S005766,M00857,2024-02-29,KYC Verification,Resolved,30
S005767,M02997,2025-03-07,Fraud Complaint,Resolved,13
S005768,M00739,2024-01-11,Failed Payment,Resolved,44
S005769,M01372,2024-05-26,Refund Request,Resolved,21
S005770,M01297,2024-06-21,API Integration,Resolved,19
S005771,M00300,2024-01-19,Fraud Complaint,Resolved,25
S005772,M01519,2025-01-08,Fraud Complaint,Pending,23
S005773,M01714,2024-03-16,KYC Verification,Resolved,23
S005774,M00343,2024-11-15,API Integration,Pending,27
S005775,M00166,2024-11-01,Account Access,Resolved,12
S005776,M02956,2025-03-07,Failed Payment,Resolved,23
S005777,M00882,2024-09-29,Failed Payment,Escalated,41
S005778,M00664,2024-12-06,Failed Payment,Escalated,18
S005779,M01311,2024-04-09,Failed Payment,Resolved,19
S005780,M02215,2024-03-12,Refund Request,Escalated,32
S005781,M00866,2025-02-02,Account Access,Escalated,16
S005782,M01328,2024-04-17,Refund Request,Resolved,22
S005783,M02217,2024-09-25,Refund Request,Escalated,24
S005784,M01324,2025-02-11,Account Access,Resolved,17
S005785,M02280,2024-04-12,Account Access,Resolved,15
S005786,M01740,2024-09-26,Refund Request,Pending,29
S005787,M00014,2025-03-20,Refund Request,Pending,41
S005788,M00268,2025-05-12,Account Access,Escalated,16
S005789,M02006,2025-02-21,Fraud Complaint,Escalated,40
S005790,M02103,2025-05-06,Failed Payment,Escalated,26
S005791,M00991,2025-02-23,Fraud Complaint,Pending,12
S005792,M00157,2024-10-18,Refund Request,Pending,13
S005793,M01143,2024-09-26,API Integration,Escalated,23
S005794,M00228,2025-06-30,Account Access,Escalated,37
S005795,M02125,2025-06-01,API Integration,Pending,24
S005796,M01923,2025-02-18,Refund Request,Pending,25
S005797,M01975,2024-10-21,Account Access,Resolved,25
S005798,M01409,2024-10-18,Failed Payment,Pending,25
S005799,M00335,2024-08-16,Fraud Complaint,Pending,31
S005800,M00828,2024-01-12,Account Access,Resolved,39
S005801,M00595,2025-05-03,Refund Request,Resolved,21
S005802,M00498,2025-05-08,Fraud Complaint,Pending,1
S005803,M02514,2024-01-03,Failed Payment,Escalated,25
S005804,M00508,2024-01-26,API Integration,Resolved,27
S005805,M00756,2025-06-08,Refund Request,Pending,19
S005806,M02684,2024-04-23,KYC Verification,Resolved,29
S005807,M01019,2025-01-23,Account Access,Pending,26
S005808,M02864,2024-03-07,API Integration,Escalated,39
S005809,M01408,2025-01-01,Fraud Complaint,Escalated,38
S005810,M01395,2024-08-19,API Integration,Pending,20
S005811,M00081,2024-11-04,Refund Request,Escalated,26
S005812,M00352,2024-11-29,Refund Request,Resolved,18
S005813,M02913,2024-01-09,Failed Payment,Resolved,25
S005814,M00755,2024-02-08,API Integration,Escalated,5
S005815,M00319,2024-09-07,Fraud Complaint,Pending,18
S005816,M01523,2024-02-06,Account Access,Resolved,46
S005817,M01985,2025-02-03,Refund Request,Resolved,18
S005818,M02062,2024-06-02,Fraud Complaint,Escalated,20
S005819,M00752,2024-10-27,API Integration,Resolved,31
S005820,M01858,2024-08-28,KYC Verification,Escalated,22
S005821,M00026,2024-09-27,Account Access,Escalated,20
S005822,M00167,2024-12-14,KYC Verification,Resolved,17
S005823,M01846,2024-02-12,Refund Request,Escalated,23
S005824,M02429,2025-04-17,Refund Request,Pending,49
S005825,M02406,2024-05-17,Account Access,Pending,29
S005826,M01971,2024-11-10,Fraud Complaint,Escalated,21
S005827,M00858,2025-05-16,Fraud Complaint,Resolved,16
S005828,M00471,2024-05-15,Account Access,Resolved,27
S005829,M00267,2024-11-21,Failed Payment,Escalated,17
S005830,M02934,2024-08-03,KYC Verification,Escalated,16
S005831,M00023,2024-10-15,KYC Verification,Resolved,32
S005832,M02158,2025-01-07,Refund Request,Pending,27
S005833,M02261,2024-05-31,Failed Payment,Escalated,26
S005834,M02875,2025-03-30,KYC Verification,Resolved,29
S005835,M02168,2025-01-22,KYC Verification,Resolved,50
S005836,M02497,2024-01-11,Refund Request,Resolved,40
S005837,M00067,2024-08-06,Refund Request,Pending,18
S005838,M02877,2024-08-22,API Integration,Pending,19
S005839,M01598,2024-05-11,Account Access,Pending,34
S005840,M00395,2024-06-24,Failed Payment,Resolved,45
S005841,M01180,2025-04-13,Fraud Complaint,Pending,12
S005842,M01677,2024-12-21,Account Access,Escalated,20
S005843,M01926,2024-09-14,Failed Payment,Escalated,30
S005844,M01952,2025-06-06,Failed Payment,Pending,25
S005845,M02707,2024-04-16,Fraud Complaint,Escalated,1
S005846,M01418,2025-04-12,KYC Verification,Pending,36
S005847,M01787,2025-03-02,Refund Request,Escalated,22
S005848,M00211,2025-07-04,Fraud Complaint,Pending,9
S005849,M01309,2025-06-04,API Integration,Pending,28
S005850,M02028,2025-03-14,Failed Payment,Escalated,21
S005851,M00666,2024-02-29,Fraud Complaint,Pending,3
S005852,M02002,2025-06-12,Account Access,Resolved,36
S005853,M00592,2024-01-19,Fraud Complaint,Pending,25
S005854,M00886,2025-02-01,Failed Payment,Pending,26
S005855,M02691,2024-11-07,Refund Request,Escalated,24
S005856,M01866,2025-02-09,Fraud Complaint,Resolved,32
S005857,M00059,2024-07-06,KYC Verification,Escalated,30
S005858,M00173,2024-04-16,API Integration,Pending,19
S005859,M01420,2025-07-04,Failed Payment,Escalated,26
S005860,M02703,2024-02-01,Refund Request,Escalated,20
S005861,M00684,2025-04-09,KYC Verification,Resolved,15
S005862,M02922,2024-12-14,Fraud Complaint,Pending,14
S005863,M01873,2024-07-02,API Integration,Resolved,30
S005864,M00337,2024-05-27,Fraud Complaint,Escalated,39
S005865,M00406,2024-12-18,Fraud Complaint,Escalated,26
S005866,M02627,2024-03-20,Failed Payment,Escalated,2
S005867,M02503,2025-01-31,KYC Verification,Escalated,32
S005868,M02547,2024-09-27,KYC Verification,Pending,25
S005869,M02727,2024-06-06,Refund Request,Resolved,23
S005870,M00599,2024-04-23,Fraud Complaint,Escalated,15
S005871,M00272,2024-10-21,Account Access,Pending,25
S005872,M02156,2025-02-12,Fraud Complaint,Escalated,32
S005873,M01249,2024-05-31,Refund Request,Escalated,25
S005874,M00915,2024-05-26,Refund Request,Resolved,49
S005875,M00059,2025-04-23,KYC Verification,Escalated,13
S005876,M00376,2024-09-12,Failed Payment,Pending,13
S005877,M01953,2024-03-01,Failed Payment,Resolved,14
S005878,M00728,2024-03-28,Account Access,Pending,24
S005879,M02177,2024-04-16,KYC Verification,Pending,35
S005880,M00860,2024-09-30,API Integration,Resolved,30
S005881,M02471,2024-08-31,Failed Payment,Resolved,7
S005882,M02843,2025-01-14,Refund Request,Resolved,11
S005883,M00269,2025-03-10,Account Access,Pending,31
S005884,M00378,2025-06-20,API Integration,Pending,19
S005885,M01024,2024-06-06,Fraud Complaint,Pending,22
S005886,M02759,2024-09-22,API Integration,Resolved,30
S005887,M02193,2025-04-18,Fraud Complaint,Resolved,24
S005888,M02928,2024-07-28,Account Access,Escalated,9
S005889,M00546,2025-04-18,Failed Payment,Escalated,14
S005890,M02558,2024-10-31,Fraud Complaint,Resolved,26
S005891,M02865,2024-02-24,Refund Request,Pending,30
S005892,M02382,2024-03-23,Fraud Complaint,Escalated,26
S005893,M01254,2024-03-21,Account Access,Pending,44
S005894,M00496,2025-03-16,Fraud Complaint,Escalated,22
S005895,M02275,2025-04-17,Fraud Complaint,Escalated,13
S005896,M00565,2024-03-10,Account Access,Resolved,24
S005897,M01735,2025-04-06,Failed Payment,Pending,9
S005898,M01582,2024-08-23,API Integration,Escalated,20
S005899,M02520,2025-01-09,Account Access,Escalated,20
S005900,M02633,2024-08-01,Fraud Complaint,Escalated,42
S005901,M00573,2024-01-28,Fraud Complaint,Pending,17
S005902,M02724,2024-11-03,Failed Payment,Resolved,12
S005903,M00749,2024-04-15,API Integration,Resolved,36
S005904,M01850,2024-06-14,Account Access,Resolved,42
S005905,M00153,2025-04-10,Failed Payment,Pending,28
S005906,M02180,2024-02-26,Account Access,Pending,28
S005907,M02859,2025-04-22,API Integration,Pending,12
S005908,M00231,2024-03-29,Account Access,Pending,22
S005909,M01870,2024-02-26,Refund Request,Escalated,8
S005910,M02017,2024-02-02,Account Access,Pending,34
S005911,M02513,2024-09-04,Failed Payment,Escalated,23
S005912,M01315,2024-04-21,Account Access,Resolved,44
S005913,M01245,2024-07-27,Failed Payment,Pending,47
S005914,M02134,2024-06-06,API Integration,Escalated,23
S005915,M02381,2024-04-28,Account Access,Resolved,33
S005916,M00959,2024-08-07,KYC Verification,Pending,47
S005917,M00824,2024-08-24,Failed Payment,Pending,26
S005918,M02631,2024-03-11,Refund Request,Escalated,24
S005919,M02750,2024-09-07,Refund Request,Pending,27
S005920,M00685,2025-05-04,Failed Payment,Escalated,27
S005921,M02080,2024-01-27,Account Access,Pending,22
S005922,M01939,2024-10-02,Fraud Complaint,Pending,38
S005923,M01094,2024-03-27,Fraud Complaint,Resolved,21
S005924,M00933,2024-06-10,Fraud Complaint,Resolved,8
S005925,M02080,2024-05-02,KYC Verification,Resolved,22
S005926,M00154,2024-09-03,Fraud Complaint,Pending,14
S005927,M02283,2025-02-26,Fraud Complaint,Escalated,10
S005928,M02881,2025-06-26,Failed Payment,Pending,23
S005929,M00366,2024-01-08,Failed Payment,Pending,21
S005930,M00050,2025-02-16,Refund Request,Resolved,12
S005931,M02447,2024-09-18,Refund Request,Escalated,13
S005932,M01567,2025-01-23,Fraud Complaint,Escalated,17
S005933,M01529,2024-12-19,API Integration,Escalated,5
S005934,M02112,2025-03-01,KYC Verification,Escalated,28
S005935,M01271,2025-01-01,Failed Payment,Resolved,31
S005936,M02375,2025-04-14,Fraud Complaint,Escalated,36
S005937,M01921,2024-06-30,KYC Verification,Pending,42
S005938,M00497,2024-01-06,Fraud Complaint,Escalated,31
S005939,M02481,2025-04-20,KYC Verification,Escalated,25
S005940,M01878,2025-06-12,Fraud Complaint,Pending,33
S005941,M01365,2025-04-19,Failed Payment,Pending,29
S005942,M00969,2025-03-28,Failed Payment,Resolved,25
S005943,M02510,2024-06-18,API Integration,Pending,29
S005944,M01602,2024-12-24,API Integration,Pending,8
S005945,M00523,2024-09-01,Fraud Complaint,Escalated,14
S005946,M01994,2025-03-07,KYC Verification,Pending,32
S005947,M02103,2025-01-10,Refund Request,Resolved,11
S005948,M01032,2025-01-20,Failed Payment,Resolved,22
S005949,M02032,2024-10-17,Refund Request,Pending,34
S005950,M02305,2024-02-05,Fraud Complaint,Resolved,23
S005951,M00704,2025-05-06,API Integration,Escalated,5
S005952,M01890,2025-04-21,Account Access,Resolved,36
S005953,M02798,2025-05-09,Fraud Complaint,Resolved,33
S005954,M02929,2024-12-17,KYC Verification,Escalated,34
S005955,M02399,2024-12-14,Fraud Complaint,Pending,44
S005956,M00807,2024-05-24,KYC Verification,Resolved,37
S005957,M02800,2024-05-31,KYC Verification,Escalated,29
S005958,M00225,2024-08-28,Refund Request,Escalated,33
S005959,M01518,2025-06-16,API Integration,Resolved,33
S005960,M00338,2024-10-25,Fraud Complaint,Escalated,1
S005961,M01768,2024-09-03,API Integration,Pending,33
S005962,M02903,2024-02-28,Fraud Complaint,Pending,10
S005963,M00317,2025-06-20,API Integration,Escalated,13
S005964,M00265,2024-08-26,Account Access,Pending,36
S005965,M01102,2024-08-22,Failed Payment,Escalated,24
S005966,M01116,2024-05-27,Fraud Complaint,Resolved,13
S005967,M02327,2025-06-23,Failed Payment,Escalated,27
S005968,M02848,2024-11-20,Refund Request,Pending,18
S005969,M00248,2025-01-14,Refund Request,Pending,21
S005970,M01816,2024-11-06,Account Access,Resolved,15
S005971,M01832,2024-03-21,API Integration,Pending,27
S005972,M01445,2024-05-18,KYC Verification,Pending,26
S005973,M02674,2024-06-23,Account Access,Pending,23
S005974,M00009,2024-03-21,Failed Payment,Resolved,15
S005975,M02403,2024-12-18,Account Access,Escalated,36
S005976,M01590,2025-05-26,Refund Request,Resolved,28
S005977,M02957,2024-05-02,Account Access,Resolved,23
S005978,M01597,2024-10-15,Fraud Complaint,Pending,28
S005979,M02680,2024-07-25,API Integration,Pending,17
S005980,M02766,2024-02-18,Failed Payment,Escalated,23
S005981,M00261,2024-09-28,Fraud Complaint,Resolved,23
S005982,M01709,2025-03-18,KYC Verification,Pending,17
S005983,M01237,2024-01-08,API Integration,Resolved,42
S005984,M01869,2024-07-18,API Integration,Resolved,21
S005985,M02537,2024-12-14,API Integration,Pending,27
S005986,M02100,2024-04-08,Refund Request,Pending,36
S005987,M02524,2024-07-23,Fraud Complaint,Escalated,31
S005988,M00461,2024-10-05,API Integration,Escalated,28
S005989,M02351,2024-08-27,Fraud Complaint,Resolved,18
S005990,M00403,2024-11-17,KYC Verification,Escalated,28
S005991,M01066,2024-09-14,Refund Request,Resolved,21
S005992,M02174,2024-05-02,Fraud Complaint,Escalated,26
S005993,M00373,2025-06-29,Failed Payment,Escalated,19
S005994,M01112,2024-03-12,Account Access,Pending,16
S005995,M00884,2025-07-04,Fraud Complaint,Escalated,18
S005996,M00448,2024-01-13,Refund Request,Resolved,18
S005997,M02612,2024-03-17,Account Access,Pending,7
S005998,M00566,2024-05-11,Account Access,Escalated,32
S005999,M00410,2025-06-26,Fraud Complaint,Resolved,28
S006000,M02182,2024-04-12,Refund Request,Resolved,33
S006001,M00014,2024-07-29,Failed Payment,Resolved,16
S006002,M02537,2025-03-12,KYC Verification,Resolved,21
S006003,M02979,2024-06-18,Account Access,Escalated,20
S006004,M02777,2025-02-24,KYC Verification,Escalated,30
S006005,M00930,2024-07-14,Failed Payment,Resolved,8
S006006,M01269,2024-03-31,Failed Payment,Escalated,25
S006007,M01150,2025-05-27,Fraud Complaint,Escalated,32
S006008,M02384,2025-06-17,Fraud Complaint,Escalated,34
S006009,M00879,2024-09-10,Failed Payment,Resolved,16
S006010,M02273,2025-03-21,KYC Verification,Resolved,21
S006011,M01062,2024-01-20,Fraud Complaint,Resolved,22
S006012,M02656,2024-08-05,Failed Payment,Escalated,31
S006013,M01108,2025-06-24,KYC Verification,Pending,28
S006014,M01811,2024-04-11,KYC Verification,Resolved,27
S006015,M02269,2025-03-28,Failed Payment,Resolved,29
S006016,M01948,2024-02-12,Fraud Complaint,Escalated,24
S006017,M02245,2025-06-14,Account Access,Pending,24
S006018,M02481,2024-06-23,Failed Payment,Resolved,29
S006019,M02860,2025-04-29,KYC Verification,Resolved,35
S006020,M02630,2024-11-27,Refund Request,Resolved,29
S006021,M02941,2025-02-22,Failed Payment,Pending,10
S006022,M00864,2024-05-11,Account Access,Pending,8
S006023,M00569,2025-03-14,API Integration,Escalated,27
S006024,M02481,2025-03-05,KYC Verification,Escalated,21
S006025,M02780,2024-01-31,Account Access,Escalated,34
S006026,M01308,2024-09-15,Account Access,Pending,30
