merchant_id,signup_date,industry,country,business_size,acquisition_channel,customer_acquisition_cost,kyc_completed,api_integrated,time_to_first_transaction_days
M01466,2025-03-05,Retail,Ghana,SME,Organic,2169.01,1,1,10.0
M01467,2024-01-22,Healthcare,Ghana,Mid-Market,Paid Ads,997.28,1,1,11.0
M01468,2024-07-08,Retail,Ghana,Enterprise,Organic,5454.42,1,1,12.0
M01469,2024-12-06,Healthcare,Kenya,SME,Paid Ads,2311.7,0,0,
M01470,2024-08-17,Retail,Kenya,SME,Organic,3048.38,1,0,2.0
M01471,2024-07-26,Gaming,Ghana,Mid-Market,Paid Ads,5217.66,1,0,13.0
M01472,2024-03-20,E-commerce,Kenya,Enterprise,Paid Ads,1307.37,1,1,24.0
M01473,2024-08-30,Education,Ghana,Enterprise,Sales Team,2524.46,1,0,7.0
M01474,2024-06-22,SaaS,South Africa,SME,Referral,767.49,1,1,0.0
M01475,2024-12-13,SaaS,Kenya,SME,Sales Team,841.54,1,0,11.0
M01476,2024-11-12,Logistics,South Africa,Mid-Market,Organic,2348.31,1,1,3.0
M01477,2024-06-16,E-commerce,Ghana,Enterprise,Partnership,3711.24,1,0,10.0
M01478,2024-04-23,Education,Ghana,SME,Organic,7050.11,1,0,6.0
M01479,2024-10-02,Gaming,Nigeria,Enterprise,Sales Team,2714.17,0,1,
M01480,2024-04-09,Gaming,Kenya,Enterprise,Partnership,2172.26,1,0,0.0
M01481,2024-09-18,E-commerce,Kenya,Mid-Market,Referral,9939.65,1,1,7.0
M01482,2025-01-01,Hospitality,Kenya,Mid-Market,Paid Ads,682.6,1,1,7.0
M01483,2024-01-07,Education,Kenya,Mid-Market,Paid Ads,486.7,1,1,4.0
M01484,2025-05-15,Gaming,Nigeria,SME,Sales Team,2475.5,1,0,9.0
M01485,2025-01-14,Hospitality,South Africa,Mid-Market,Referral,8812.3,1,0,11.0
M01486,2025-02-16,Hospitality,South Africa,SME,Partnership,508.36,1,0,1.0
M01487,2024-11-02,SaaS,Ghana,SME,Paid Ads,4776.86,1,1,9.0
M01488,2024-08-31,Healthcare,Nigeria,Enterprise,Sales Team,1175.08,1,0,7.0
M01489,2024-02-15,E-commerce,South Africa,Enterprise,Paid Ads,5040.4,1,1,3.0
M01490,2024-07-31,Retail,South Africa,Enterprise,Partnership,1959.34,1,0,2.0
M01491,2025-01-21,Retail,Ghana,SME,Sales Team,1958.93,1,1,0.0
M01492,2024-05-28,Gaming,Nigeria,Mid-Market,Partnership,440.89,1,0,18.0
M01493,2024-06-04,Gaming,South Africa,SME,Organic,2322.05,1,1,7.0
M01494,2025-02-09,E-commerce,Ghana,Mid-Market,Paid Ads,2677.32,1,1,4.0
M01495,2025-05-04,Gaming,Nigeria,Enterprise,Paid Ads,7231.92,1,1,13.0
M01496,2024-08-01,Retail,South Africa,Enterprise,Referral,2443.69,1,1,0.0
M01497,2024-01-15,SaaS,Kenya,Mid-Market,Organic,2078.65,1,0,0.0
M01498,2024-11-02,Healthcare,South Africa,Enterprise,Sales Team,4899.88,1,1,5.0
M01499,2025-03-20,Education,South Africa,Enterprise,Organic,17522.03,1,1,4.0
M01500,2024-07-10,E-commerce,Kenya,SME,Partnership,2742.12,1,0,9.0
M01501,2024-01-30,Retail,Kenya,Mid-Market,Referral,339.73,1,1,9.0
M01502,2024-07-01,Retail,Nigeria,Mid-Market,Paid Ads,2778.6,1,1,12.0
M01503,2024-08-02,Healthcare,Nigeria,Mid-Market,Paid Ads,10591.59,1,1,0.0
M01504,2024-09-28,SaaS,Ghana,Enterprise,Referral,6628.2,1,1,10.0
M01505,2025-01-26,SaaS,Ghana,Enterprise,Paid Ads,1217.2,1,1,15.0
M01506,2025-03-22,Healthcare,Kenya,Mid-Market,Paid Ads,5341.9,0,0,
M01507,2024-02-19,Healthcare,Ghana,SME,Referral,1013.47,0,1,
M01508,2024-09-22,Education,Kenya,Mid-Market,Sales Team,7798.81,1,0,18.0
M01509,2024-06-23,Retail,Nigeria,SME,Referral,7967.55,1,0,10.0
M01510,2024-09-14,Logistics,Ghana,Enterprise,Partnership,3723.1,1,1,0.0
M01511,2024-12-19,SaaS,South Africa,Mid-Market,Organic,469.78,1,1,3.0
M01512,2024-02-29,Retail,Nigeria,Mid-Market,Paid Ads,2469.28,1,0,0.0
M01513,2024-06-08,Healthcare,Ghana,Mid-Market,Partnership,4802.02,1,1,12.0
M01514,2024-09-24,Healthcare,Ghana,Enterprise,Paid Ads,5062.69,1,1,8.0
M01515,2024-01-15,SaaS,Ghana,SME,Referral,4744.97,1,1,10.0
M01516,2024-12-18,Logistics,Kenya,SME,Referral,2169.46,1,1,11.0
M01517,2024-03-07,SaaS,South Africa,Enterprise,Organic,715.64,1,1,1.0
M01518,2024-02-09,E-commerce,South Africa,Mid-Market,Organic,3291.62,1,0,17.0
M01519,2024-04-10,SaaS,Nigeria,Enterprise,Partnership,1806.68,1,1,14.0
M01520,2024-10-30,E-commerce,South Africa,SME,Paid Ads,3061.84,1,0,7.0
M01521,2024-01-23,SaaS,Kenya,Enterprise,Organic,8500.61,1,0,14.0
M01522,2025-01-21,SaaS,Nigeria,Enterprise,Referral,2533.63,0,1,
M01523,2024-10-27,Logistics,Ghana,Enterprise,Paid Ads,3935.31,1,0,0.0
M01524,2024-01-15,SaaS,Ghana,Enterprise,Paid Ads,12492.9,0,0,
M01525,2025-04-30,Healthcare,Kenya,SME,Partnership,887.46,1,0,5.0
M01526,2025-02-03,Logistics,Nigeria,SME,Partnership,2643.85,1,1,9.0
M01527,2025-01-25,E-commerce,Ghana,Enterprise,Referral,2598.17,1,1,9.0
M01528,2025-05-08,Education,Ghana,Enterprise,Organic,2806.64,1,1,17.0
M01529,2025-05-13,SaaS,Ghana,Enterprise,Sales Team,1169.67,1,1,0.0
M01530,2024-07-06,Retail,South Africa,Enterprise,Organic,989.39,1,1,5.0
M01531,2024-04-02,Healthcare,South Africa,Mid-Market,Referral,4626.62,1,1,8.0
M01532,2024-09-20,Logistics,South Africa,SME,Paid Ads,1685.97,1,1,7.0
M01533,2024-03-04,Gaming,Nigeria,Enterprise,Referral,5571.55,1,0,9.0
M01534,2024-09-10,Healthcare,Kenya,Enterprise,Organic,5733.58,1,0,17.0
M01535,2024-02-12,Healthcare,South Africa,SME,Sales Team,3493.4,1,1,7.0
M01536,2024-05-25,Gaming,Kenya,Enterprise,Sales Team,1912.86,1,0,0.0
M01537,2024-04-25,Hospitality,Kenya,Mid-Market,Referral,8973.29,1,0,0.0
M01538,2025-03-14,SaaS,South Africa,Enterprise,Paid Ads,2417.3,1,1,10.0
M01539,2024-04-01,E-commerce,South Africa,Enterprise,Organic,1726.87,0,1,
M01540,2024-07-21,Gaming,Nigeria,SME,Referral,3227.4,1,1,5.0
M01541,2024-07-21,Hospitality,Nigeria,Enterprise,Referral,1175.83,1,1,11.0
M01542,2024-02-03,Healthcare,Ghana,Mid-Market,Referral,3878.85,1,0,14.0
M01543,2024-10-31,Hospitality,Nigeria,SME,Sales Team,1858.84,1,0,10.0
M01544,2025-01-06,Gaming,Kenya,Enterprise,Partnership,1012.77,0,1,
M01545,2024-10-30,Education,South Africa,Mid-Market,Sales Team,2667.6,1,0,17.0
M01546,2024-12-07,Hospitality,South Africa,Enterprise,Paid Ads,4747.95,0,1,
M01547,2024-03-16,Gaming,Nigeria,SME,Paid Ads,565.39,1,1,5.0
M01548,2024-09-07,Gaming,Ghana,Enterprise,Referral,1893.03,1,0,9.0
M01549,2024-01-16,SaaS,Nigeria,SME,Sales Team,3718.48,0,1,
M01550,2024-12-13,E-commerce,Ghana,Mid-Market,Partnership,3412.64,1,0,7.0
M01551,2024-12-13,Healthcare,Ghana,Mid-Market,Partnership,3092.85,1,0,2.0
M01552,2024-11-15,SaaS,Nigeria,Enterprise,Partnership,3375.14,1,0,1.0
M01553,2025-01-27,Gaming,South Africa,SME,Paid Ads,1207.92,1,1,8.0
M01554,2024-12-04,Gaming,South Africa,Enterprise,Paid Ads,2756.25,1,0,2.0
M01555,2024-10-04,Healthcare,Nigeria,SME,Sales Team,1199.69,1,0,10.0
M01556,2025-03-26,SaaS,South Africa,Mid-Market,Paid Ads,7330.45,0,0,
M01557,2025-03-12,Hospitality,South Africa,Mid-Market,Organic,2716.31,1,1,1.0
M01558,2024-01-17,Retail,Kenya,Enterprise,Referral,2638.22,1,1,16.0
M01559,2024-09-08,Hospitality,Ghana,Mid-Market,Sales Team,2524.45,1,0,8.0
M01560,2024-09-06,SaaS,South Africa,Enterprise,Partnership,3128.37,1,1,14.0
M01561,2024-12-16,Gaming,South Africa,Enterprise,Referral,9724.73,1,0,1.0
M01562,2024-09-16,E-commerce,South Africa,Mid-Market,Sales Team,2788.98,1,1,3.0
M01563,2024-10-29,Hospitality,Kenya,Mid-Market,Paid Ads,692.32,1,1,0.0
M01564,2024-02-01,E-commerce,Nigeria,SME,Paid Ads,4830.11,1,1,11.0
M01565,2024-06-27,E-commerce,Kenya,Mid-Market,Organic,6788.42,1,0,7.0
M01566,2024-08-07,Healthcare,Kenya,Mid-Market,Paid Ads,580.15,0,0,
M01567,2024-01-29,Logistics,Ghana,SME,Paid Ads,5343.11,1,1,5.0
M01568,2024-10-30,SaaS,Nigeria,Mid-Market,Organic,2189.74,1,1,5.0
M01569,2024-06-21,Retail,Nigeria,Enterprise,Paid Ads,2849.77,1,0,6.0
M01570,2024-01-20,Gaming,South Africa,Enterprise,Partnership,12008.47,1,0,0.0
M01571,2025-04-06,Hospitality,Kenya,SME,Sales Team,3992.54,1,1,8.0
M01572,2024-10-28,E-commerce,Kenya,Mid-Market,Partnership,12446.73,1,1,10.0
M01573,2024-07-18,Healthcare,Nigeria,Mid-Market,Organic,2920.85,1,0,9.0
M01574,2024-12-19,Logistics,Kenya,Mid-Market,Partnership,6130.39,1,1,0.0
M01575,2025-02-19,Healthcare,Ghana,Enterprise,Paid Ads,4241.94,0,0,
M01576,2024-07-05,Hospitality,Ghana,Mid-Market,Organic,3356.08,1,0,15.0
M01577,2025-03-06,Logistics,Kenya,Mid-Market,Organic,5510.45,1,1,5.0
M01578,2024-06-01,Hospitality,Ghana,Enterprise,Organic,2293.37,1,1,7.0
M01579,2025-01-02,SaaS,Kenya,Mid-Market,Organic,1496.16,1,0,21.0
M01580,2024-10-17,Gaming,South Africa,SME,Paid Ads,1497.24,1,1,2.0
M01581,2025-02-11,SaaS,Kenya,Enterprise,Paid Ads,2232.0,1,1,9.0
M01582,2024-08-09,Healthcare,Ghana,Mid-Market,Sales Team,832.75,1,1,10.0
M01583,2024-05-08,Gaming,Ghana,SME,Partnership,2395.21,1,1,5.0
M01584,2025-03-17,Retail,South Africa,SME,Sales Team,2117.53,1,1,7.0
M01585,2024-05-17,Hospitality,Nigeria,Enterprise,Referral,1797.23,1,0,4.0
M01586,2024-07-05,Gaming,Ghana,SME,Referral,771.03,0,1,
M01587,2025-01-17,Education,South Africa,Mid-Market,Paid Ads,4149.56,1,1,7.0
M01588,2025-03-16,SaaS,Ghana,Mid-Market,Paid Ads,4432.52,1,0,18.0
M01589,2025-02-25,Education,Ghana,Mid-Market,Partnership,3128.72,1,1,0.0
M01590,2024-04-30,Hospitality,Ghana,SME,Referral,4594.17,1,0,7.0
M01591,2024-04-08,E-commerce,Ghana,Mid-Market,Sales Team,1739.48,1,1,1.0
M01592,2024-09-05,Hospitality,South Africa,Enterprise,Organic,3348.04,1,0,3.0
M01593,2024-04-13,Retail,Kenya,SME,Organic,10734.67,1,1,3.0
M01594,2024-05-12,Education,Ghana,Enterprise,Organic,4324.39,1,1,12.0
M01595,2025-05-08,Gaming,Nigeria,SME,Organic,952.11,1,0,4.0
M01596,2024-06-09,Education,Nigeria,Mid-Market,Paid Ads,1102.53,1,1,4.0
M01597,2024-12-09,SaaS,South Africa,Enterprise,Referral,649.8,1,0,6.0
M01598,2024-04-30,SaaS,Nigeria,Enterprise,Partnership,9887.69,0,1,
M01599,2025-05-01,Education,South Africa,SME,Referral,6683.77,1,1,17.0
M01600,2024-11-03,SaaS,Kenya,Mid-Market,Partnership,3965.18,1,1,29.0
M01601,2025-01-12,Hospitality,Ghana,Mid-Market,Referral,1798.12,1,1,2.0
M01602,2024-03-14,SaaS,Ghana,SME,Paid Ads,4097.91,1,1,1.0
M01603,2024-08-13,Hospitality,Kenya,Enterprise,Organic,2472.27,1,0,20.0
M01604,2024-09-08,Healthcare,Nigeria,Mid-Market,Partnership,4452.09,1,1,9.0
M01605,2024-08-04,Gaming,Ghana,Mid-Market,Referral,5607.99,0,1,
M01606,2024-07-04,Gaming,Kenya,Mid-Market,Organic,6924.54,1,0,3.0
M01607,2024-11-26,E-commerce,Nigeria,Enterprise,Referral,2384.02,1,1,0.0
M01608,2024-05-09,Hospitality,Kenya,Enterprise,Paid Ads,4578.92,1,1,9.0
M01609,2025-04-07,SaaS,Ghana,Mid-Market,Sales Team,1250.23,1,1,3.0
M01610,2024-01-05,Hospitality,Kenya,Mid-Market,Organic,4014.03,1,1,8.0
M01611,2025-04-24,Logistics,Kenya,SME,Referral,2728.07,1,1,7.0
M01612,2025-04-13,Gaming,Kenya,Enterprise,Sales Team,7942.59,1,1,6.0
M01613,2025-02-08,E-commerce,Kenya,SME,Sales Team,1941.94,1,1,13.0
M01614,2024-08-29,Hospitality,Kenya,Enterprise,Sales Team,2471.04,1,1,6.0
M01615,2025-03-24,SaaS,Ghana,Enterprise,Paid Ads,1623.44,1,1,12.0
M01616,2024-09-16,SaaS,Kenya,Mid-Market,Partnership,3590.53,1,1,0.0
M01617,2025-01-08,Healthcare,South Africa,Enterprise,Organic,2525.65,1,0,10.0
M01618,2025-01-25,E-commerce,Ghana,Enterprise,Sales Team,11294.3,1,0,3.0
M01619,2025-02-09,Retail,Nigeria,Mid-Market,Referral,1268.96,0,1,
M01620,2024-11-17,Education,Kenya,Enterprise,Organic,3629.87,1,1,7.0
M01621,2024-02-26,Retail,Ghana,Enterprise,Referral,9202.76,1,1,22.0
M01622,2025-03-09,Hospitality,Kenya,Mid-Market,Sales Team,4449.3,1,0,0.0
M01623,2025-03-23,Retail,Kenya,SME,Partnership,1608.53,0,1,
M01624,2025-02-27,Healthcare,Kenya,SME,Organic,890.74,1,1,10.0
M01625,2024-07-31,Healthcare,Ghana,Mid-Market,Sales Team,6486.64,1,1,11.0
M01626,2025-04-28,Logistics,Nigeria,SME,Partnership,2203.89,1,1,6.0
M01627,2024-11-27,Logistics,Nigeria,Mid-Market,Referral,5799.46,0,1,
M01628,2024-05-14,Retail,Nigeria,Mid-Market,Partnership,527.82,0,1,
M01629,2024-08-07,Education,Ghana,SME,Paid Ads,8191.42,1,0,17.0
M01630,2024-03-28,SaaS,Nigeria,Enterprise,Partnership,4246.52,1,1,10.0
M01631,2024-08-10,Gaming,South Africa,SME,Referral,3477.9,1,1,15.0
M01632,2024-12-31,Logistics,Ghana,Mid-Market,Paid Ads,2340.11,1,1,8.0
M01633,2025-01-17,Gaming,South Africa,SME,Sales Team,4237.3,1,1,1.0
M01634,2025-03-14,Logistics,Ghana,Mid-Market,Referral,1990.43,0,1,
M01635,2024-08-02,Retail,South Africa,SME,Organic,699.54,1,1,4.0
M01636,2024-05-28,Education,Ghana,Enterprise,Sales Team,2844.44,1,0,2.0
M01637,2025-04-09,Logistics,Kenya,Enterprise,Sales Team,4670.28,1,0,10.0
M01638,2024-02-13,E-commerce,South Africa,SME,Paid Ads,434.63,1,1,0.0
M01639,2025-05-13,Hospitality,Ghana,Enterprise,Sales Team,6846.05,1,0,12.0
M01640,2024-12-28,Hospitality,Kenya,SME,Organic,3411.38,1,1,9.0
M01641,2024-10-12,E-commerce,Nigeria,Mid-Market,Referral,1813.41,1,0,6.0
M01642,2024-08-29,Healthcare,Nigeria,SME,Paid Ads,3003.99,1,1,8.0
M01643,2024-09-15,Hospitality,Kenya,Mid-Market,Paid Ads,897.5,1,0,3.0
M01644,2024-03-08,E-commerce,Ghana,Mid-Market,Referral,2706.11,1,1,15.0
M01645,2024-09-14,Gaming,Kenya,Mid-Market,Referral,4299.48,1,0,8.0
M01646,2024-02-15,Healthcare,South Africa,SME,Paid Ads,457.82,1,1,15.0
M01647,2024-02-29,Healthcare,Nigeria,SME,Sales Team,3472.22,1,0,6.0
M01648,2025-03-22,Education,Kenya,Mid-Market,Paid Ads,999.24,1,1,13.0
M01649,2025-04-07,Education,Kenya,Enterprise,Paid Ads,1542.23,1,1,1.0
M01650,2024-08-11,Retail,Kenya,Enterprise,Sales Team,1025.98,1,1,0.0
M01651,2025-01-26,Retail,South Africa,SME,Referral,195.79,1,1,13.0
M01652,2024-03-17,E-commerce,Ghana,SME,Organic,461.14,1,0,10.0
M01653,2024-08-28,Education,Ghana,Enterprise,Sales Team,10218.39,1,0,2.0
M01654,2024-08-11,SaaS,South Africa,SME,Sales Team,2271.24,1,0,5.0
M01655,2024-07-01,Gaming,South Africa,Mid-Market,Organic,2449.8,0,1,
M01656,2025-03-09,Retail,Nigeria,Mid-Market,Organic,3574.67,1,1,11.0
M01657,2024-04-14,Education,Ghana,SME,Partnership,2879.17,1,1,7.0
M01658,2025-02-25,Education,Ghana,Enterprise,Organic,1806.63,0,0,
M01659,2024-09-26,Retail,South Africa,SME,Referral,1843.04,0,0,
M01660,2025-01-28,Gaming,Nigeria,Mid-Market,Organic,2753.69,1,1,0.0
M01661,2024-05-25,SaaS,South Africa,Mid-Market,Partnership,4718.79,1,1,9.0
M01662,2025-04-20,SaaS,Kenya,SME,Organic,5492.61,1,1,12.0
M01663,2024-02-11,Gaming,South Africa,Mid-Market,Paid Ads,335.52,1,1,5.0
M01664,2024-10-31,E-commerce,Kenya,SME,Partnership,1317.89,1,1,6.0
M01665,2025-05-01,Gaming,Kenya,Enterprise,Partnership,3042.71,1,1,3.0
M01666,2024-03-07,Logistics,Nigeria,Enterprise,Paid Ads,5440.45,1,1,5.0
M01667,2024-06-14,E-commerce,Nigeria,Enterprise,Partnership,8291.3,0,1,
M01668,2024-07-14,SaaS,South Africa,Mid-Market,Referral,1733.44,1,1,10.0
M01669,2024-05-02,Hospitality,Nigeria,SME,Referral,3445.68,1,0,5.0
M01670,2024-03-24,Hospitality,South Africa,Mid-Market,Referral,2058.97,1,1,12.0
M01671,2024-03-02,Education,South Africa,Mid-Market,Paid Ads,2349.29,1,0,20.0
M01672,2025-04-07,Retail,Kenya,Enterprise,Organic,787.04,1,0,18.0
M01673,2025-03-02,Healthcare,Ghana,Mid-Market,Sales Team,3712.28,0,1,
M01674,2025-03-29,Hospitality,South Africa,Mid-Market,Partnership,1011.52,1,1,18.0
M01675,2024-11-03,Hospitality,Nigeria,Mid-Market,Paid Ads,10144.84,1,1,14.0
M01676,2024-11-10,Retail,South Africa,Enterprise,Sales Team,7085.16,1,1,8.0
M01677,2024-02-17,E-commerce,Kenya,Mid-Market,Referral,994.78,1,1,0.0
M01678,2024-11-27,Retail,South Africa,Enterprise,Partnership,3294.14,0,1,
M01679,2024-02-12,Education,South Africa,Mid-Market,Organic,5297.33,1,0,15.0
M01680,2025-04-09,Gaming,Kenya,SME,Referral,2712.7,0,0,
M01681,2024-12-16,Education,Ghana,Enterprise,Sales Team,2870.86,1,1,9.0
M01682,2024-05-31,E-commerce,Nigeria,SME,Partnership,3038.68,1,0,5.0
M01683,2024-02-25,Hospitality,South Africa,SME,Sales Team,7448.14,1,1,8.0
M01684,2024-12-04,Education,Kenya,Mid-Market,Partnership,5556.36,1,1,14.0
M01685,2024-02-11,E-commerce,Nigeria,Enterprise,Sales Team,5685.51,1,1,18.0
M01686,2024-04-01,Retail,South Africa,SME,Organic,4434.44,1,0,7.0
M01687,2024-08-01,Education,Kenya,Enterprise,Sales Team,8218.93,0,1,
M01688,2025-01-22,Gaming,Kenya,Mid-Market,Referral,3539.99,1,1,13.0
M01689,2024-04-18,Retail,Nigeria,Enterprise,Partnership,14341.45,1,1,13.0
M01690,2024-05-12,SaaS,South Africa,Enterprise,Organic,2783.63,1,0,13.0
M01691,2024-01-03,Hospitality,Nigeria,SME,Referral,2551.45,1,1,18.0
M01692,2024-12-01,Gaming,South Africa,Enterprise,Sales Team,3233.28,1,1,19.0
M01693,2025-03-20,Gaming,Kenya,Enterprise,Partnership,10993.57,1,0,7.0
M01694,2024-07-03,Hospitality,Kenya,SME,Referral,1391.76,1,1,4.0
M01695,2024-03-10,E-commerce,Ghana,SME,Organic,1757.96,1,1,14.0
M01696,2024-12-22,Logistics,Nigeria,SME,Sales Team,4287.46,1,1,5.0
M01697,2024-11-28,Retail,Ghana,Mid-Market,Partnership,4775.72,1,0,14.0
M01698,2024-04-07,SaaS,Kenya,Mid-Market,Referral,1737.58,1,1,5.0
M01699,2024-08-30,Hospitality,Nigeria,SME,Referral,1674.7,1,0,16.0
M01700,2025-04-07,Retail,South Africa,Mid-Market,Sales Team,3038.65,1,1,11.0
M01701,2024-01-11,Gaming,Ghana,SME,Paid Ads,8753.84,1,0,12.0
M01702,2024-10-18,Hospitality,Nigeria,Mid-Market,Organic,5575.71,1,1,25.0
M01703,2024-02-22,Hospitality,South Africa,Mid-Market,Partnership,2273.19,1,0,6.0
M01704,2024-11-01,Education,Nigeria,Mid-Market,Sales Team,4514.14,1,1,4.0
M01705,2024-09-05,Gaming,Ghana,Enterprise,Organic,1635.4,1,1,0.0
M01706,2024-09-27,E-commerce,South Africa,Enterprise,Paid Ads,3670.63,1,1,2.0
M01707,2024-10-10,SaaS,Kenya,Enterprise,Sales Team,5416.62,1,1,2.0
M01708,2025-03-31,Gaming,Nigeria,Mid-Market,Partnership,5357.25,1,1,3.0
M01709,2025-04-25,Healthcare,South Africa,Enterprise,Sales Team,9013.3,1,0,5.0
M01710,2024-01-11,Retail,Kenya,Enterprise,Referral,3485.91,1,1,9.0
M01711,2024-08-28,Healthcare,South Africa,SME,Partnership,3723.72,1,0,15.0
M01712,2024-04-22,Healthcare,South Africa,SME,Paid Ads,4467.19,1,0,11.0
M01713,2025-01-05,Hospitality,South Africa,Enterprise,Paid Ads,2525.66,1,1,13.0
M01714,2025-02-11,Gaming,Ghana,Enterprise,Referral,4212.61,1,0,6.0
M01715,2024-05-24,SaaS,South Africa,SME,Referral,7520.09,1,1,6.0
M01716,2024-04-12,Retail,South Africa,SME,Sales Team,3714.63,1,1,16.0
M01717,2025-04-27,Gaming,Kenya,SME,Referral,1279.11,1,0,12.0
M01718,2024-10-12,E-commerce,Nigeria,Mid-Market,Paid Ads,7402.57,1,1,0.0
M01719,2024-07-01,Retail,Ghana,Enterprise,Organic,584.22,1,0,6.0
M01720,2025-02-17,SaaS,Kenya,Mid-Market,Organic,5787.67,0,0,
M01721,2024-11-12,Logistics,Nigeria,Enterprise,Referral,1512.79,1,1,2.0
M01722,2024-09-06,Education,Kenya,Mid-Market,Organic,515.47,1,1,0.0
M01723,2025-01-29,Education,Ghana,Enterprise,Partnership,862.22,1,1,11.0
M01724,2024-11-05,SaaS,Nigeria,Mid-Market,Sales Team,2299.21,1,0,8.0
M01725,2025-05-07,SaaS,Nigeria,Enterprise,Partnership,3880.07,1,1,9.0
M01726,2025-02-04,SaaS,Nigeria,Enterprise,Organic,576.39,0,1,
M01727,2024-03-26,SaaS,Ghana,Mid-Market,Referral,6406.74,1,0,3.0
M01728,2025-01-07,Education,South Africa,Enterprise,Sales Team,4717.43,1,0,5.0
M01729,2025-01-10,SaaS,Ghana,Enterprise,Paid Ads,1439.22,1,1,14.0
M01730,2024-06-20,Retail,Nigeria,SME,Sales Team,923.68,1,0,4.0
M01731,2025-05-11,Hospitality,Nigeria,SME,Sales Team,7409.49,1,0,2.0
M01732,2024-06-23,Education,Ghana,SME,Paid Ads,2472.2,1,1,6.0
M01733,2024-07-09,Hospitality,Kenya,Enterprise,Referral,5998.47,1,1,10.0
M01734,2024-03-18,Hospitality,Ghana,SME,Sales Team,10094.26,1,1,7.0
M01735,2024-07-30,Hospitality,South Africa,Enterprise,Paid Ads,3402.41,0,0,
M01736,2025-04-28,E-commerce,South Africa,SME,Organic,2784.35,1,0,13.0
M01737,2025-01-02,SaaS,Nigeria,Mid-Market,Paid Ads,2486.95,1,0,9.0
M01738,2024-07-24,Retail,South Africa,SME,Sales Team,7619.43,1,1,11.0
M01739,2025-01-23,E-commerce,Ghana,Enterprise,Organic,3391.8,1,1,10.0
M01740,2025-05-15,Education,South Africa,Mid-Market,Partnership,2170.42,1,1,0.0
M01741,2025-03-23,Education,Kenya,Mid-Market,Organic,3563.7,1,0,20.0
M01742,2025-02-27,Education,Ghana,Enterprise,Sales Team,1890.12,1,0,0.0
M01743,2024-08-16,Logistics,South Africa,Enterprise,Paid Ads,3763.31,1,1,0.0
M01744,2025-03-30,Hospitality,Ghana,Mid-Market,Organic,1124.05,1,0,0.0
M01745,2024-01-19,Healthcare,South Africa,Enterprise,Referral,653.77,1,1,10.0
M01746,2024-09-23,Education,Ghana,SME,Partnership,1426.17,0,0,
M01747,2024-10-09,Education,Kenya,Enterprise,Referral,5097.21,1,0,6.0
M01748,2024-01-12,E-commerce,Kenya,SME,Paid Ads,5192.52,1,1,15.0
M01749,2025-01-06,Hospitality,Nigeria,Enterprise,Organic,974.42,1,1,0.0
M01750,2025-03-06,Healthcare,Kenya,Enterprise,Partnership,3231.3,1,1,11.0
M01751,2024-06-30,SaaS,Nigeria,Enterprise,Organic,8366.05,0,0,
M01752,2024-08-17,Education,Nigeria,Mid-Market,Paid Ads,5632.12,1,1,15.0
M01753,2024-04-30,Logistics,Kenya,Mid-Market,Paid Ads,239.38,1,0,18.0
M01754,2024-12-07,Retail,South Africa,Enterprise,Referral,8006.3,1,0,11.0
M01755,2024-02-23,Healthcare,Ghana,Mid-Market,Sales Team,2984.09,1,1,7.0
M01756,2024-02-20,Retail,South Africa,Mid-Market,Organic,4361.2,1,0,4.0
M01757,2024-02-17,E-commerce,South Africa,SME,Sales Team,2176.6,1,0,0.0
M01758,2024-04-19,Gaming,Nigeria,Mid-Market,Partnership,1242.4,1,0,10.0
M01759,2024-07-25,Hospitality,Kenya,Enterprise,Sales Team,3224.84,1,1,8.0
M01760,2024-11-21,Hospitality,South Africa,Enterprise,Sales Team,7443.24,1,1,0.0
M01761,2025-01-09,Hospitality,Ghana,SME,Partnership,6200.84,1,1,12.0
M01762,2024-03-06,Gaming,South Africa,SME,Partnership,6877.13,0,1,
M01763,2025-03-17,SaaS,Ghana,Mid-Market,Sales Team,3959.11,1,0,8.0
M01764,2024-01-17,Retail,Kenya,SME,Partnership,1901.64,1,1,16.0
M01765,2025-03-12,Hospitality,Nigeria,SME,Paid Ads,2479.98,1,1,1.0
M01766,2024-10-19,Education,Nigeria,Enterprise,Referral,1943.41,1,0,2.0
M01767,2024-03-01,Healthcare,Kenya,Mid-Market,Paid Ads,2367.37,1,1,7.0
M01768,2024-05-30,Gaming,Nigeria,SME,Referral,1250.1,1,1,17.0
M01769,2025-02-05,Hospitality,Nigeria,Mid-Market,Paid Ads,1498.92,1,1,4.0
M01770,2024-04-20,Retail,South Africa,SME,Organic,6023.66,1,1,24.0
M01771,2024-10-07,Healthcare,Nigeria,SME,Sales Team,7938.85,1,1,9.0
M01772,2024-09-03,Education,South Africa,Mid-Market,Sales Team,1579.73,1,1,14.0
M01773,2024-08-31,Retail,Ghana,Enterprise,Sales Team,8779.92,1,0,6.0
M01774,2025-01-24,Gaming,South Africa,SME,Paid Ads,3367.48,1,1,16.0
M01775,2024-02-15,Hospitality,South Africa,SME,Sales Team,6418.33,1,1,3.0
M01776,2024-06-22,E-commerce,South Africa,Enterprise,Paid Ads,1546.63,1,1,4.0
M01777,2024-11-26,SaaS,Ghana,Enterprise,Organic,756.04,0,1,
M01778,2024-10-19,Education,Nigeria,Enterprise,Partnership,4152.69,1,1,0.0
