transaction_id,merchant_id,transaction_date,payment_method,transaction_value_ngn,transaction_success,failure_reason,paystack_revenue_ngn,refund_flag,fraud_flag
T0024176,M01794,2024-02-13,Mobile Money,42567.12,1,,638.51,0,0
T0024177,M01738,2024-10-10,Card,26831.59,1,,402.47,0,0
T0024178,M02823,2025-02-19,Card,60034.45,1,,900.52,0,0
T0024179,M01674,2025-07-19,USSD,22733.11,1,,341.0,0,0
T0024180,M00226,2025-05-03,Bank Transfer,10864.79,1,,162.97,0,0
T0024181,M00263,2025-04-02,Bank Transfer,14002.47,1,,210.04,0,0
T0024182,M00338,2024-05-31,Mobile Money,53821.05,1,,807.32,0,0
T0024183,M02667,2024-10-20,Card,1704.13,1,,25.56,0,0
T0024184,M01080,2025-04-21,Mobile Money,16816.42,0,Insufficient Funds,0.0,0,0
T0024185,M01160,2025-03-09,USSD,14937.93,1,,224.07,0,0
T0024186,M02062,2024-09-02,Card,13018.82,1,,195.28,0,0
T0024187,M00102,2025-04-10,QR,6465.25,1,,96.98,0,0
T0024188,M01044,2026-02-18,Card,3328.34,1,,49.93,0,0
T0024189,M02837,2025-01-13,USSD,67964.67,1,,1019.47,0,0
T0024190,M01039,2025-09-22,Card,11189.68,1,,167.85,0,0
T0024191,M01538,2025-05-03,QR,5189.66,1,,77.84,0,0
T0024192,M01259,2025-01-13,USSD,53374.76,1,,800.62,0,0
T0024193,M01014,2025-10-11,Card,1245.28,1,,18.68,0,0
T0024194,M02559,2025-02-20,Bank Transfer,48149.75,1,,722.25,0,0
T0024195,M02096,2025-10-14,Mobile Money,653.88,1,,9.81,0,0
T0024196,M02491,2024-10-08,Bank Transfer,25787.9,1,,386.82,0,0
T0024197,M00750,2025-03-30,Bank Transfer,7796.84,1,,116.95,0,0
T0024198,M00695,2025-03-17,Bank Transfer,12537.6,1,,188.06,0,0
T0024199,M02916,2025-10-07,Mobile Money,14437.79,1,,216.57,0,0
T0024200,M01801,2024-02-04,QR,35191.5,1,,527.87,0,0
T0024201,M02258,2025-03-28,USSD,10078.95,1,,151.18,0,0
T0024202,M00835,2025-03-30,Bank Transfer,27866.78,1,,418.0,0,0
T0024203,M01451,2025-09-03,Card,98016.45,1,,1470.25,1,0
T0024204,M02033,2025-04-23,Card,23435.83,1,,351.54,0,0
T0024205,M00788,2025-11-03,USSD,29650.98,1,,444.76,0,0
T0024206,M02051,2025-08-03,Card,2021.41,1,,30.32,0,0
T0024207,M02779,2025-07-25,Card,34212.82,1,,513.19,0,0
T0024208,M01530,2025-01-14,USSD,2323.57,1,,34.85,0,0
T0024209,M00552,2024-10-25,QR,26745.11,1,,401.18,0,0
T0024210,M02361,2025-05-12,Bank Transfer,5958.47,1,,89.38,0,0
T0024211,M00006,2025-11-17,QR,7106.43,1,,106.6,0,0
T0024212,M01936,2024-07-11,Bank Transfer,1496.96,1,,22.45,1,0
T0024213,M00054,2026-01-15,Card,7885.15,1,,118.28,0,0
T0024214,M01656,2025-04-25,QR,3392.99,1,,50.89,0,0
T0024215,M02142,2024-03-15,USSD,52566.35,1,,788.5,0,0
T0024216,M00282,2024-06-13,Bank Transfer,33078.19,1,,496.17,0,0
T0024217,M00269,2025-11-10,Bank Transfer,31647.18,1,,474.71,0,0
T0024218,M01578,2024-08-03,Card,2813.02,1,,42.2,0,0
T0024219,M02418,2025-08-24,Card,70410.93,1,,1056.16,0,0
T0024220,M01742,2026-02-16,Card,10274.58,1,,154.12,0,0
T0024221,M00199,2026-01-28,Bank Transfer,18476.93,1,,277.15,0,0
T0024222,M02972,2025-06-17,Mobile Money,3273.09,1,,49.1,0,0
T0024223,M01932,2024-12-12,Mobile Money,28655.78,1,,429.84,0,0
T0024224,M02886,2025-08-25,Mobile Money,4807.62,1,,72.11,0,0
T0024225,M01798,2025-02-21,Card,17890.93,1,,268.36,0,0
T0024226,M00794,2025-05-21,QR,22859.37,1,,342.89,0,0
T0024227,M00797,2024-05-24,Mobile Money,19523.7,1,,292.86,0,0
T0024228,M00954,2025-06-22,QR,6804.74,1,,102.07,0,0
T0024229,M00882,2026-04-23,USSD,11957.97,1,,179.37,0,0
T0024230,M02228,2025-01-08,USSD,30229.34,1,,453.44,0,0
T0024231,M01488,2025-04-15,USSD,9369.7,1,,140.55,0,0
T0024232,M02361,2024-07-15,QR,7122.37,1,,106.84,0,0
T0024233,M01400,2024-09-03,USSD,19606.08,1,,294.09,0,0
T0024234,M01998,2024-12-05,Mobile Money,15123.86,1,,226.86,0,0
T0024235,M01813,2025-05-28,USSD,85973.93,1,,1289.61,0,0
T0024236,M01370,2024-09-19,USSD,27025.46,1,,405.38,0,0
T0024237,M02137,2025-09-23,Mobile Money,28122.88,1,,421.84,0,0
T0024238,M01036,2024-06-08,Bank Transfer,1270.61,1,,19.06,0,0
T0024239,M00619,2026-04-16,USSD,13304.09,1,,199.56,0,0
T0024240,M01607,2025-09-23,Mobile Money,16003.76,1,,240.06,0,0
T0024241,M00954,2024-08-11,QR,10631.06,1,,159.47,0,0
T0024242,M02599,2024-09-14,USSD,19359.13,1,,290.39,0,0
T0024243,M02184,2025-08-01,QR,7278.36,1,,109.18,0,0
T0024244,M01723,2025-01-30,QR,6875.65,1,,103.13,0,0
T0024245,M02526,2024-11-20,Bank Transfer,22104.72,1,,331.57,0,0
T0024246,M01590,2024-08-12,USSD,23688.84,1,,355.33,0,0
T0024247,M00804,2024-08-31,QR,2756.14,1,,41.34,0,0
T0024248,M00614,2025-10-24,Bank Transfer,79739.31,1,,1196.09,0,0
T0024249,M00080,2025-06-06,QR,12046.16,1,,180.69,0,0
T0024250,M00554,2024-06-30,Card,23036.95,1,,345.55,0,0
T0024251,M00457,2025-05-21,Bank Transfer,61080.01,1,,916.2,0,0
T0024252,M00288,2025-02-11,Bank Transfer,24945.88,1,,374.19,0,0
T0024253,M02211,2024-05-09,Card,10563.06,1,,158.45,0,0
T0024254,M00277,2025-03-29,QR,2853.07,1,,42.8,0,0
T0024255,M02518,2025-08-21,Bank Transfer,30045.81,1,,450.69,0,0
T0024256,M00843,2025-11-25,Bank Transfer,11071.56,1,,166.07,0,0
T0024257,M01167,2025-10-03,Card,6624.51,1,,99.37,0,0
T0024258,M01402,2024-12-07,Bank Transfer,45982.47,1,,689.74,0,0
T0024259,M01400,2024-11-02,QR,11779.76,1,,176.7,0,0
T0024260,M02522,2025-08-16,Mobile Money,5347.98,1,,80.22,0,0
T0024261,M01948,2024-08-10,QR,9594.0,1,,143.91,0,0
T0024262,M00248,2025-01-11,Card,2812.85,1,,42.19,0,0
T0024263,M01589,2025-12-14,Mobile Money,45869.41,1,,688.04,0,0
T0024264,M00723,2025-03-24,Card,2542.32,1,,38.13,0,0
T0024265,M02210,2025-03-25,QR,8277.74,1,,124.17,0,0
T0024266,M01515,2024-12-10,QR,6889.96,1,,103.35,0,0
T0024267,M01026,2024-11-26,Mobile Money,25735.34,1,,386.03,0,0
T0024268,M00991,2025-04-13,Bank Transfer,22212.85,1,,333.19,0,0
T0024269,M00340,2025-05-20,Card,32058.91,1,,480.88,0,0
T0024270,M02792,2025-03-30,USSD,6569.24,1,,98.54,0,0
T0024271,M02572,2024-12-17,Bank Transfer,14803.57,1,,222.05,0,0
T0024272,M01132,2024-10-27,QR,21255.12,1,,318.83,0,0
T0024273,M02113,2025-06-03,Mobile Money,9327.66,1,,139.91,0,0
T0024274,M02898,2025-06-13,USSD,14875.2,1,,223.13,0,0
T0024275,M02805,2025-07-28,QR,26157.23,1,,392.36,0,0
T0024276,M01941,2024-11-01,Card,19132.49,1,,286.99,0,0
T0024277,M01351,2025-11-24,USSD,7558.47,1,,113.38,0,0
T0024278,M00623,2025-01-14,Bank Transfer,3119.1,1,,46.79,0,0
T0024279,M02710,2025-07-26,Mobile Money,3082.1,1,,46.23,0,0
T0024280,M00163,2026-03-10,USSD,3660.15,1,,54.9,0,0
T0024281,M01533,2024-11-03,Mobile Money,7760.93,1,,116.41,0,0
T0024282,M02669,2025-02-14,Card,53169.31,1,,797.54,0,0
T0024283,M00193,2025-03-07,USSD,27397.01,1,,410.96,0,0
T0024284,M02846,2025-04-14,Mobile Money,180685.15,1,,2710.28,0,0
T0024285,M02249,2025-08-01,Card,27570.14,0,Fraud Flag,0.0,0,0
T0024286,M02270,2026-01-10,Mobile Money,13934.12,1,,209.01,0,0
T0024287,M01120,2024-08-29,USSD,778.05,1,,11.67,0,0
T0024288,M02927,2025-02-06,Bank Transfer,14774.66,1,,221.62,0,0
T0024289,M02232,2025-07-11,Card,15257.48,1,,228.86,0,0
T0024290,M00420,2025-02-28,Mobile Money,9095.57,1,,136.43,0,0
T0024291,M02004,2025-09-01,Mobile Money,8162.32,1,,122.43,0,0
T0024292,M02852,2024-08-16,Bank Transfer,9722.16,1,,145.83,0,0
T0024293,M02342,2025-09-21,USSD,5553.01,1,,83.3,0,0
T0024294,M02989,2024-09-15,Card,3625.96,1,,54.39,0,0
T0024295,M01517,2024-06-29,Card,11022.66,1,,165.34,0,0
T0024296,M02522,2024-12-04,Bank Transfer,26907.75,1,,403.62,0,0
T0024297,M02878,2024-12-09,Card,5868.64,1,,88.03,0,0
T0024298,M01822,2024-06-05,Mobile Money,7768.63,1,,116.53,0,0
T0024299,M01639,2025-08-13,Card,2891.51,1,,43.37,0,0
T0024300,M01678,2025-10-24,Bank Transfer,6096.36,1,,91.45,0,0
T0024301,M02035,2025-03-26,USSD,10207.35,1,,153.11,0,0
T0024302,M01141,2025-06-02,Card,9455.09,1,,141.83,0,0
T0024303,M02322,2024-11-10,Mobile Money,28683.34,1,,430.25,0,0
T0024304,M01928,2024-07-01,USSD,16349.65,1,,245.24,0,0
T0024305,M00056,2024-09-19,Card,38061.57,1,,570.92,0,1
T0024306,M01769,2025-04-21,Bank Transfer,7858.65,1,,117.88,0,0
T0024307,M02421,2024-10-26,USSD,39039.06,1,,585.59,0,0
T0024308,M00546,2025-09-08,USSD,3113.53,1,,46.7,0,0
T0024309,M02762,2024-10-16,USSD,5099.62,1,,76.49,0,0
T0024310,M02834,2026-04-02,USSD,6717.18,0,Card Declined,0.0,0,0
T0024311,M01819,2024-11-03,QR,9754.34,1,,146.32,0,0
T0024312,M00503,2025-07-06,Bank Transfer,4939.68,1,,74.1,0,0
T0024313,M00032,2024-05-21,Mobile Money,10916.48,0,Bank Downtime,0.0,0,0
T0024314,M01314,2025-12-17,USSD,4080.91,1,,61.21,0,0
T0024315,M01417,2025-03-04,Card,29362.05,1,,440.43,0,0
T0024316,M02721,2025-05-28,Card,8481.43,1,,127.22,0,0
T0024317,M01975,2025-11-24,USSD,13396.16,1,,200.94,0,0
T0024318,M00816,2026-01-24,QR,15359.55,1,,230.39,0,0
T0024319,M00836,2025-02-28,Mobile Money,2598.93,1,,38.98,0,0
T0024320,M00647,2025-12-25,Mobile Money,21720.77,1,,325.81,0,0
T0024321,M00040,2024-12-27,USSD,6046.04,1,,90.69,0,0
T0024322,M02483,2025-05-24,Bank Transfer,2202.09,1,,33.03,0,0
T0024323,M00931,2024-07-03,QR,5059.6,1,,75.89,0,0
T0024324,M02677,2024-09-12,USSD,866.89,1,,13.0,0,0
T0024325,M00685,2025-08-09,QR,20478.59,1,,307.18,0,0
T0024326,M01228,2025-05-06,QR,24982.91,1,,374.74,0,0
T0024327,M00531,2025-01-31,Bank Transfer,15684.31,1,,235.26,0,0
T0024328,M02232,2026-02-07,Card,3672.39,1,,55.09,0,0
T0024329,M00398,2025-04-04,Mobile Money,82245.78,1,,1233.69,1,0
T0024330,M00257,2024-03-24,Mobile Money,6416.62,1,,96.25,0,0
T0024331,M00825,2025-04-04,QR,11474.34,1,,172.12,0,0
T0024332,M00310,2025-01-07,QR,64428.33,0,Insufficient Funds,0.0,0,0
T0024333,M01767,2024-11-24,Bank Transfer,10837.44,0,Fraud Flag,0.0,0,0
T0024334,M02227,2024-11-01,QR,6037.74,1,,90.57,0,0
T0024335,M02807,2025-08-26,USSD,134406.97,1,,2016.1,0,0
T0024336,M01067,2025-06-26,USSD,8587.99,1,,128.82,0,0
T0024337,M02571,2024-07-29,Mobile Money,18711.79,1,,280.68,1,0
T0024338,M02848,2025-02-19,Card,15973.29,1,,239.6,0,0
T0024339,M00548,2025-07-24,Card,11576.41,0,Bank Downtime,0.0,0,0
T0024340,M00894,2026-05-12,QR,2639.57,1,,39.59,0,0
T0024341,M01077,2025-04-11,Card,4963.18,1,,74.45,0,0
T0024342,M01508,2025-07-02,QR,4427.82,1,,66.42,0,0
T0024343,M01901,2025-01-09,USSD,2150.0,1,,32.25,0,0
T0024344,M02513,2025-01-28,Card,6692.29,1,,100.38,0,0
T0024345,M02325,2025-03-07,QR,22004.35,0,Insufficient Funds,0.0,0,0
T0024346,M02670,2024-10-12,Bank Transfer,12841.04,1,,192.62,0,0
T0024347,M00532,2024-06-09,Bank Transfer,11082.62,1,,166.24,0,0
T0024348,M01339,2025-03-08,QR,27801.98,1,,417.03,0,0
T0024349,M01347,2024-08-19,QR,7419.04,1,,111.29,0,1
T0024350,M01697,2025-02-08,Bank Transfer,34037.51,1,,510.56,1,0
T0024351,M01010,2024-11-29,USSD,47644.22,1,,714.66,0,0
T0024352,M00106,2025-04-03,USSD,16135.5,1,,242.03,0,0
T0024353,M02983,2025-04-01,Bank Transfer,19270.8,1,,289.06,0,0
T0024354,M02265,2026-02-07,QR,22370.11,1,,335.55,0,0
T0024355,M02229,2025-05-02,Bank Transfer,35052.85,1,,525.79,0,0
T0024356,M00806,2025-06-14,Mobile Money,19038.98,1,,285.58,0,0
T0024357,M02784,2025-02-26,Mobile Money,8635.28,1,,129.53,0,0
T0024358,M00838,2025-06-02,USSD,15517.85,0,Network Timeout,0.0,0,0
T0024359,M02148,2024-06-24,USSD,119768.13,1,,1796.52,0,0
T0024360,M02251,2025-05-09,QR,2717.15,1,,40.76,0,0
T0024361,M02577,2024-11-18,QR,19471.12,1,,292.07,0,0
T0024362,M02467,2025-10-03,USSD,25008.35,1,,375.13,0,0
T0024363,M02329,2026-02-23,QR,1309.83,1,,19.65,0,0
T0024364,M00278,2024-06-08,QR,135630.19,1,,2034.45,0,0
T0024365,M02197,2025-02-28,USSD,27754.3,1,,416.31,0,0
T0024366,M02520,2024-11-23,Card,22624.64,1,,339.37,0,0
T0024367,M01434,2025-02-11,Mobile Money,2372.37,0,Card Declined,0.0,0,0
T0024368,M01124,2025-03-13,USSD,11931.12,1,,178.97,0,0
T0024369,M00547,2025-05-10,Mobile Money,10682.41,1,,160.24,1,0
T0024370,M00815,2025-01-13,Card,64965.74,1,,974.49,0,0
T0024371,M01701,2024-05-13,Mobile Money,161711.14,1,,2425.67,0,0
T0024372,M01201,2025-12-08,Card,42224.78,1,,633.37,0,0
T0024373,M01139,2024-11-14,Mobile Money,7369.39,1,,110.54,0,0
T0024374,M00246,2025-05-19,Bank Transfer,10234.9,1,,153.52,0,0
T0024375,M02173,2026-02-18,Card,6969.31,1,,104.54,0,0
T0024376,M01111,2026-02-24,QR,1715.31,1,,25.73,1,0
T0024377,M02497,2024-12-06,QR,15633.06,1,,234.5,0,0
T0024378,M00578,2025-10-16,USSD,16898.51,1,,253.48,0,0
T0024379,M02579,2025-06-24,Mobile Money,11821.12,1,,177.32,1,0
T0024380,M01729,2025-04-30,Bank Transfer,1983.99,1,,29.76,0,0
T0024381,M02604,2025-10-03,Mobile Money,5617.95,1,,84.27,0,0
T0024382,M02002,2025-10-14,QR,15263.73,1,,228.96,0,0
T0024383,M02345,2025-03-22,QR,5132.99,1,,76.99,0,0
T0024384,M00078,2025-08-06,Mobile Money,15221.45,1,,228.32,0,0
T0024385,M00167,2024-10-16,Bank Transfer,11092.79,1,,166.39,0,0
T0024386,M00037,2024-11-22,Mobile Money,85748.26,1,,1286.22,0,0
T0024387,M01761,2025-01-15,USSD,11558.95,1,,173.38,0,0
T0024388,M02426,2024-11-09,QR,29364.69,1,,440.47,0,0
T0024389,M00402,2026-03-01,Mobile Money,4146.21,1,,62.19,0,0
T0024390,M02437,2026-02-12,Mobile Money,98562.36,1,,1478.44,0,0
T0024391,M00088,2025-01-27,QR,39293.94,0,Card Declined,0.0,0,0
T0024392,M02763,2024-11-20,Bank Transfer,2900.18,1,,43.5,0,0
T0024393,M00409,2024-03-01,QR,17740.86,1,,266.11,0,0
T0024394,M00214,2025-08-25,Bank Transfer,28898.98,1,,433.48,0,0
T0024395,M01999,2025-12-11,Card,4657.67,1,,69.87,0,0
T0024396,M00935,2024-09-11,Bank Transfer,16182.7,1,,242.74,0,0
T0024397,M00746,2025-10-21,USSD,24001.06,1,,360.02,0,0
T0024398,M01992,2026-01-14,USSD,5421.78,1,,81.33,0,0
T0024399,M00295,2025-05-27,Card,1621.97,1,,24.33,0,0
T0024400,M01021,2024-09-18,Bank Transfer,5782.73,1,,86.74,0,0
T0024401,M00549,2025-01-11,Card,39128.25,1,,586.92,0,0
T0024402,M00903,2026-04-20,QR,22496.96,1,,337.45,0,0
T0024403,M02082,2024-12-16,QR,13409.11,1,,201.14,0,0
T0024404,M02625,2026-05-17,Card,7445.45,1,,111.68,0,0
T0024405,M02273,2024-10-26,Mobile Money,2070.15,1,,31.05,0,0
T0024406,M00124,2024-11-07,Card,4101.62,1,,61.52,0,0
T0024407,M02523,2025-05-29,Card,7971.98,1,,119.58,0,0
T0024408,M02831,2026-05-09,QR,16312.48,1,,244.69,0,0
T0024409,M01319,2025-08-13,Bank Transfer,27739.12,1,,416.09,0,0
T0024410,M01036,2024-03-25,Mobile Money,7443.41,1,,111.65,0,0
T0024411,M02284,2025-07-03,QR,11431.02,1,,171.47,0,0
T0024412,M02708,2026-02-18,USSD,14679.78,0,Bank Downtime,0.0,0,0
T0024413,M02859,2025-01-30,Mobile Money,1772.9,1,,26.59,0,0
T0024414,M02321,2025-02-22,Card,51027.38,1,,765.41,0,0
T0024415,M02564,2024-06-01,USSD,19822.23,1,,297.33,0,0
T0024416,M00818,2026-02-03,USSD,57476.96,1,,862.15,0,0
T0024417,M00039,2024-10-31,Bank Transfer,20974.72,1,,314.62,0,1
T0024418,M01204,2025-02-14,USSD,43370.33,1,,650.55,0,0
T0024419,M02335,2025-01-03,Bank Transfer,3411.51,1,,51.17,0,0
T0024420,M00171,2025-08-05,QR,3005.26,1,,45.08,0,0
T0024421,M00271,2025-03-19,Card,11080.83,1,,166.21,0,0
T0024422,M01930,2026-04-17,QR,28349.13,1,,425.24,0,0
T0024423,M02389,2025-04-06,USSD,2875.06,1,,43.13,0,0
T0024424,M01451,2025-04-09,USSD,110763.41,1,,1661.45,0,0
T0024425,M00293,2024-07-23,Card,204601.4,0,Fraud Flag,0.0,0,0
T0024426,M01923,2026-03-19,Bank Transfer,100353.68,1,,1505.31,0,0
T0024427,M01591,2024-11-27,USSD,24640.95,1,,369.61,0,0
T0024428,M02720,2025-04-22,Bank Transfer,16263.09,1,,243.95,0,0
T0024429,M02999,2025-08-30,QR,30303.0,1,,454.54,0,0
T0024430,M01538,2025-05-21,USSD,2533.15,1,,38.0,0,0
T0024431,M02980,2025-04-30,QR,13005.84,1,,195.09,0,0
T0024432,M02315,2025-02-28,Mobile Money,5164.26,1,,77.46,0,0
T0024433,M02254,2024-04-09,Mobile Money,5868.86,0,Network Timeout,0.0,0,0
T0024434,M00404,2025-02-14,Bank Transfer,18312.3,0,Network Timeout,0.0,0,0
T0024435,M01854,2025-03-05,Mobile Money,21624.68,1,,324.37,0,0
T0024436,M02873,2024-09-26,Bank Transfer,15569.64,1,,233.54,0,0
T0024437,M01695,2024-06-21,QR,4421.73,1,,66.33,1,0
T0024438,M01730,2024-08-17,Mobile Money,12899.31,1,,193.49,0,0
T0024439,M00452,2025-06-09,QR,36503.19,1,,547.55,0,0
T0024440,M00260,2025-04-16,QR,33962.44,1,,509.44,0,0
T0024441,M00777,2025-04-19,QR,5633.23,1,,84.5,0,0
T0024442,M00425,2025-09-10,QR,17088.99,1,,256.33,0,0
T0024443,M00389,2025-01-17,USSD,9812.22,1,,147.18,0,0
T0024444,M00629,2024-08-07,USSD,5471.13,1,,82.07,0,0
T0024445,M00051,2024-11-01,USSD,7835.51,1,,117.53,0,0
T0024446,M01859,2026-02-05,QR,9617.67,1,,144.27,0,0
T0024447,M00867,2025-03-11,USSD,9576.61,1,,143.65,0,0
T0024448,M00729,2025-03-25,Card,9144.79,1,,137.17,0,0
T0024449,M02886,2025-02-04,USSD,9503.59,1,,142.55,0,0
T0024450,M01940,2025-09-19,Mobile Money,2769.81,1,,41.55,0,0
T0024451,M00376,2025-05-21,USSD,15372.87,1,,230.59,0,0
T0024452,M01216,2024-11-12,Card,2177.47,1,,32.66,0,0
T0024453,M01347,2025-03-15,QR,25846.64,1,,387.7,0,0
T0024454,M02331,2024-09-20,QR,11433.55,1,,171.5,0,0
T0024455,M02248,2024-07-03,Bank Transfer,34818.44,1,,522.28,0,0
T0024456,M00340,2025-01-22,Bank Transfer,10465.46,1,,156.98,0,0
T0024457,M00667,2025-09-24,QR,5315.75,1,,79.74,0,0
T0024458,M00346,2024-06-16,Mobile Money,228129.21,0,Insufficient Funds,0.0,0,0
T0024459,M01250,2024-12-21,USSD,11164.15,1,,167.46,0,0
T0024460,M01397,2024-11-20,Mobile Money,6406.9,1,,96.1,0,0
T0024461,M01514,2025-10-20,Bank Transfer,39898.89,1,,598.48,0,0
T0024462,M00040,2024-07-28,Card,12115.21,1,,181.73,0,0
T0024463,M00105,2024-12-07,QR,1232.97,1,,18.49,0,0
T0024464,M01660,2025-07-25,Bank Transfer,2287.24,1,,34.31,0,0
T0024465,M00773,2024-04-12,Card,7825.25,1,,117.38,0,0
T0024466,M01243,2024-09-11,Card,45922.98,1,,688.84,0,0
T0024467,M02629,2025-09-26,Bank Transfer,23531.67,1,,352.98,0,0
T0024468,M00607,2024-12-21,Mobile Money,9786.62,1,,146.8,0,0
T0024469,M00040,2024-09-08,Bank Transfer,11539.61,1,,173.09,0,0
T0024470,M02138,2025-06-18,QR,12528.46,1,,187.93,0,0
T0024471,M01296,2024-07-10,Card,19800.23,1,,297.0,0,0
T0024472,M00824,2025-10-14,Mobile Money,7383.75,1,,110.76,0,0
T0024473,M00565,2024-12-12,USSD,38820.22,1,,582.3,0,0
T0024474,M00082,2025-12-28,QR,33378.64,1,,500.68,0,0
T0024475,M00971,2024-09-19,Card,51196.05,1,,767.94,0,0
T0024476,M00091,2026-01-14,USSD,9673.07,1,,145.1,0,0
T0024477,M02824,2024-12-15,Mobile Money,9375.33,1,,140.63,0,0
T0024478,M01324,2025-05-23,Card,71419.91,1,,1071.3,0,0
T0024479,M02333,2024-05-08,Bank Transfer,14951.74,1,,224.28,0,0
T0024480,M01570,2024-11-26,USSD,8763.34,1,,131.45,0,0
T0024481,M01134,2025-03-28,Mobile Money,14809.77,1,,222.15,0,0
T0024482,M01256,2025-04-11,Card,31377.33,1,,470.66,0,0
T0024483,M00081,2024-07-20,QR,3541.83,1,,53.13,0,0
T0024484,M00476,2025-09-21,Bank Transfer,6292.57,1,,94.39,0,0
T0024485,M00111,2025-11-12,Mobile Money,37435.52,1,,561.53,0,0
T0024486,M01785,2026-02-14,USSD,45642.81,1,,684.64,0,0
T0024487,M02129,2024-05-19,USSD,47048.95,1,,705.73,0,0
T0024488,M02020,2025-01-03,QR,67078.17,0,Card Declined,0.0,0,0
T0024489,M01735,2024-10-08,Card,2684.04,1,,40.26,0,0
T0024490,M02134,2025-01-18,QR,11494.45,1,,172.42,0,0
T0024491,M00705,2024-12-02,QR,4646.63,1,,69.7,0,0
T0024492,M02363,2025-01-14,QR,57119.61,1,,856.79,0,0
T0024493,M00787,2025-09-19,QR,69530.98,1,,1042.96,0,0
T0024494,M00873,2024-12-14,QR,61410.25,1,,921.15,0,0
T0024495,M01034,2026-01-26,Mobile Money,12141.57,0,Insufficient Funds,0.0,0,0
T0024496,M01087,2024-12-12,Mobile Money,98638.76,1,,1479.58,0,0
T0024497,M02060,2025-12-06,Card,3483.03,1,,52.25,0,0
T0024498,M00489,2025-02-11,Card,6550.24,0,Bank Downtime,0.0,0,0
T0024499,M00391,2025-04-14,USSD,5110.12,0,Card Declined,0.0,0,0
T0024500,M01138,2025-10-21,USSD,1642.32,1,,24.63,0,0
T0024501,M00133,2025-08-29,Card,18303.37,1,,274.55,0,0
T0024502,M01713,2025-11-25,QR,20685.23,1,,310.28,0,0
T0024503,M00502,2025-08-19,Mobile Money,223947.61,1,,3359.21,0,0
T0024504,M00784,2025-11-21,Mobile Money,2931.86,1,,43.98,0,0
T0024505,M01275,2026-04-29,Card,2033.78,1,,30.51,0,0
T0024506,M02743,2025-01-26,Mobile Money,44249.18,1,,663.74,0,0
T0024507,M02295,2024-04-08,Card,8829.26,1,,132.44,0,0
T0024508,M00720,2025-03-04,Card,19715.43,1,,295.73,0,0
T0024509,M00862,2024-12-14,Card,12859.1,1,,192.89,0,0
T0024510,M02172,2025-03-08,Card,6985.53,1,,104.78,0,0
T0024511,M02876,2025-07-26,Mobile Money,31834.86,1,,477.52,0,0
T0024512,M02988,2025-01-07,USSD,22670.19,1,,340.05,0,0
T0024513,M01815,2025-07-06,USSD,1397.77,1,,20.97,0,0
T0024514,M02550,2025-06-26,USSD,24666.03,1,,369.99,0,0
T0024515,M01184,2024-12-21,QR,1089.77,1,,16.35,0,0
T0024516,M02214,2024-12-07,QR,16771.06,1,,251.57,0,0
T0024517,M01374,2024-01-08,Bank Transfer,27063.82,1,,405.96,0,0
T0024518,M02010,2024-12-07,Card,6188.07,1,,92.82,0,0
T0024519,M02349,2024-06-12,Card,1815.47,1,,27.23,0,0
T0024520,M01258,2024-08-10,QR,8732.38,1,,130.99,0,0
T0024521,M00070,2025-06-09,USSD,711.75,1,,10.68,0,0
T0024522,M02284,2025-03-18,QR,5023.03,1,,75.35,0,0
T0024523,M01671,2024-03-11,USSD,5716.91,1,,85.75,0,0
T0024524,M01720,2025-05-09,Card,7858.56,1,,117.88,0,0
T0024525,M02255,2024-09-18,Bank Transfer,17535.11,1,,263.03,0,0
T0024526,M02255,2024-06-11,Bank Transfer,7721.91,1,,115.83,0,0
T0024527,M00569,2025-08-04,Card,26089.92,1,,391.35,0,0
T0024528,M01501,2025-02-25,Mobile Money,18090.21,1,,271.35,0,0
T0024529,M00945,2024-06-03,Bank Transfer,90467.54,1,,1357.01,0,0
T0024530,M02478,2025-07-19,Mobile Money,11929.6,1,,178.94,0,0
T0024531,M01724,2025-07-21,Bank Transfer,33795.06,1,,506.93,0,0
T0024532,M02575,2025-05-05,Bank Transfer,7104.11,1,,106.56,0,0
T0024533,M01000,2024-11-06,Card,32834.24,1,,492.51,0,0
T0024534,M01405,2025-10-22,USSD,19257.86,1,,288.87,0,0
T0024535,M01939,2025-08-01,Bank Transfer,6719.0,1,,100.78,0,0
T0024536,M02884,2024-11-27,QR,2470.14,1,,37.05,0,0
T0024537,M02456,2025-03-16,USSD,4918.08,1,,73.77,0,0
T0024538,M01834,2024-12-16,USSD,45962.19,1,,689.43,0,0
T0024539,M00975,2025-07-16,Bank Transfer,9667.92,1,,145.02,0,0
T0024540,M01485,2025-01-30,Mobile Money,48988.56,1,,734.83,0,0
T0024541,M01411,2025-03-31,USSD,21028.43,1,,315.43,0,0
T0024542,M00295,2024-11-16,QR,3243.42,1,,48.65,0,0
T0024543,M00124,2024-11-07,USSD,32122.26,1,,481.83,0,0
T0024544,M01030,2025-09-14,Bank Transfer,29370.67,1,,440.56,0,0
T0024545,M02340,2025-11-12,QR,23932.57,1,,358.99,0,0
T0024546,M00542,2026-04-09,Card,1854.49,1,,27.82,0,0
T0024547,M00761,2025-04-18,Bank Transfer,24658.48,1,,369.88,0,0
T0024548,M00761,2024-05-31,Bank Transfer,3063.22,1,,45.95,0,0
